Symbol,Name,Exchange,Sector,Industry,Date,Volume,Close,SMA_14,SMA_50,SMA_200,ADX_14,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,StdDev_5,LinearReg_5,CDL_Engulfing,CDL_3WhiteSoldiers
KMB,Kimberly Clark Corp.,NASD,Consumer Staples,Nondurable Home Products,2026-08-14,1739100.0,110.39,110.16,107.62,103.11,19.94,53.05,0.4905,0.7021,-0.2116,113.27,109.81,106.34,1.0444,110.7,0,0
KMI,Kinder Morgan Inc.,NYSE,Energy,Pipelines,2026-08-14,8663100.0,32.82,31.63,31.98,30.68,15.57,60.17,-0.065,-0.1657,0.1007,33.06,31.88,30.71,0.5185,32.59,0,0
KMX,Carmax Inc.,NYSE,Consumer Discretionary,Specialty Retailers,2026-08-14,1432000.0,59.92,58.46,54.44,44.46,27.82,63.52,1.4657,1.6023,-0.1365,60.15,58.22,56.3,0.731,59.96,0,0
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,Industrial,Trucking,2026-08-14,1905700.0,72.42,70.35,74.7,61.45,19.62,51.05,-0.8688,-1.2084,0.3396,76.22,71.44,66.67,1.9398,73.3,0,0
KO,Coca Cola Co.,NYSE,Consumer Staples,Soft Drinks,2026-08-14,9166400.0,87.71,87.34,83.37,76.97,22.14,61.73,1.2064,1.2586,-0.0522,90.72,85.83,80.94,0.4605,87.57,0,0
KTB,Kontoor Brands Inc.,NYSE,Consumer Discretionary,Clothing & Accessories,2026-08-14,1012700.0,84.9,82.22,81.53,71.92,15.58,55.35,-0.2896,-0.1307,-0.1588,89.61,82.96,76.31,3.8698,85.44,0,0
LAMR,Lamar Advertising Co.,NASD,Real Estate,Specialty REITs,2026-08-14,580200.0,155.47,158.28,156.57,138.82,14.53,44.99,-0.5613,0.2871,-0.8484,164.32,158.71,153.11,0.6222,155.22,0,0
LDOS,"Leidos Holdings, Inc.",NYSE,Industrial,Defense,2026-08-14,1392700.0,143.83,129.75,115.7,157.21,40.53,77.24,8.3606,5.8611,2.4995,150.42,123.66,96.9,1.6705,143.6,0,0
LGN,Legence Corp.,NASD,Industrial,Industrial Suppliers,2026-08-14,1445600.0,66.38,63.48,73.99,61.09,25.4,47.89,-2.2754,-3.0449,0.7695,75.6,65.78,55.95,1.9006,66.03,0,0
LITE,Lumentum Holdings Inc.,NASD,Technology,Telecom Equipment,2026-08-14,4251800.0,926.14,801.32,813.68,635.61,11.47,58.81,27.6278,7.4623,20.1654,969.51,797.99,626.47,50.3749,931.64,0,0
LLY,Eli Lilly & Co.,NYSE,Health Care,Pharmaceuticals,2026-08-14,2274500.0,1180.16,1184.01,1169.56,1043.23,19.78,50.05,10.7597,9.3689,1.3908,1245.89,1182.07,1118.24,17.2768,1189.67,0,0
LMT,Lockheed Martin Corp.,NYSE,Industrial,Defense,2026-08-14,862600.0,608.68,588.98,542.41,550.1,31.14,67.53,19.069,17.2818,1.7872,634.35,575.4,516.44,4.4338,605.12,0,0
LNG,"Cheniere Energy, Inc.",NYSE,Energy,Exploration & Production,2026-08-14,1181800.0,271.64,261.56,251.83,234.97,13.14,59.68,3.7339,3.2846,0.4493,274.25,262.72,251.19,2.2867,270.06,0,0
LNTH,"Lantheus Holdings, Inc.",NASD,Health Care,Medical Supplies,2026-08-14,1299900.0,100.95,100.96,104.02,80.76,13.21,45.41,-0.9142,-0.7846,-0.1296,107.12,102.35,97.57,0.125,100.9,0,0
LQDA,Liquidia Technologies Inc.,NASD,Health Care,Pharmaceuticals,2026-08-14,2516500.0,74.44,85.0,78.16,48.02,21.48,40.06,0.5811,2.673,-2.0919,95.22,84.73,74.25,7.448,71.06,0,0
LRCX,Lam Research Corp.,NASD,Technology,Semiconductors,2026-08-14,7422900.0,332.36,304.51,337.48,249.56,12.39,54.57,-1.5721,-7.3797,5.8076,345.55,306.39,267.22,11.9049,338.24,0,0
LSCC,Lattice Semiconductor Corp.,NASD,Technology,Semiconductors,2026-08-14,1180600.0,130.46,126.9,135.44,104.22,10.71,50.29,-1.3538,-2.078,0.7242,140.16,128.23,116.31,1.4237,129.84,80,0
LTH,Life Time Group Holdings Inc.,NYSE,Consumer Discretionary,Recreational Services,2026-08-14,3571600.0,45.26,44.41,40.53,31.0,32.77,61.76,1.0186,1.2287,-0.2101,46.24,43.83,41.42,0.9056,45.15,100,0
LYB,LyondellBasell Industries NV,NYSE,Materials,Commodity Chemicals,2026-08-14,2513400.0,63.76,61.33,59.72,58.97,19.58,58.46,0.9108,0.5388,0.372,64.27,61.18,58.08,0.631,63.25,0,0
LYV,"Live Nation Entertainment, Inc.",NYSE,Communication Services,Entertainment,2026-08-14,1162900.0,188.46,183.01,177.92,157.57,12.39,61.84,2.1938,1.7471,0.4467,188.69,181.57,174.46,1.7048,187.64,0,0
MA,Mastercard,NYSE,Financial,Consumer Finance,2026-08-14,2473300.0,569.29,567.76,529.25,527.95,32.79,62.07,10.3239,12.1224,-1.7985,587.78,559.41,531.03,3.5387,567.7,0,0
MANH,"Manhattan Associates, Inc.",NASD,Technology,Software,2026-08-14,751700.0,197.39,192.21,159.98,155.48,40.12,65.28,11.5514,11.1428,0.4086,218.14,181.15,144.17,2.7409,198.19,0,0
MCO,Moody's Corp.,NYSE,Financial,Specialty Finance,2026-08-14,517900.0,484.96,481.13,473.86,471.81,9.63,53.04,0.8648,1.4743,-0.6095,497.63,482.57,467.5,4.6732,486.28,0,0
MDB,"MongoDB, Inc.",NASD,Technology,Software,2026-08-14,1576300.0,460.33,386.04,349.33,337.69,28.47,75.18,32.2449,18.774,13.4709,474.77,362.38,249.99,19.3291,469.35,0,0
MDLZ,"Mondelez International, Inc.",NASD,Consumer Staples,Food Products,2026-08-14,4075600.0,63.61,62.66,61.21,58.67,17.22,58.97,0.6066,0.5088,0.0978,64.57,61.97,59.38,0.8776,63.71,0,0
MDT,"Medtronic, Inc.",NYSE,Health Care,Medical Equipment,2026-08-14,8245500.0,91.27,87.87,83.23,89.77,21.97,70.98,2.2499,1.8006,0.4493,92.23,86.36,80.49,0.6131,91.26,0,0
MET,"Metlife, Inc.",NYSE,Financial,Life Insurance,2026-08-14,2171600.0,97.66,97.13,91.36,80.62,29.82,62.25,1.8303,2.0919,-0.2616,99.77,96.1,92.42,0.3837,97.51,0,0
MGNI,"Magnite, Inc",NASD,Technology,Software,2026-08-14,4121300.0,24.73,22.17,19.47,15.37,36.77,74.97,1.5897,1.2113,0.3783,26.19,21.12,16.04,0.1928,24.7,0,0
MKSI,"MKS Instruments, Inc.",NASD,Technology,Semiconductors,2026-08-14,1178600.0,310.73,298.88,342.87,252.98,24.91,47.71,-11.0209,-13.1099,2.0891,352.32,309.46,266.6,7.3357,311.85,100,0
MKTX,MarketAxess Holdings Inc.,NASD,Financial,Investment Services,2026-08-14,1196400.0,162.57,156.99,127.53,157.32,55.82,84.58,11.6913,10.5775,1.1137,189.17,144.35,99.53,0.0395,162.6,-100,0
MLI,Mueller Industries Inc.,NYSE,Industrial,Industrial Machinery,2026-08-14,1252900.0,65.9,67.56,88.35,112.13,34.18,34.32,-3.9133,-5.7951,1.8818,71.49,66.05,60.6,1.1594,66.06,0,0
MMM,3M Co.,NYSE,Industrial,Diversified Industrials,2026-08-14,2644800.0,182.65,180.81,166.62,160.15,39.7,66.79,5.343,5.4354,-0.0924,189.99,177.62,165.25,0.5796,183.0,0,0
MNDY,Monday.com Ltd.,NASD,Technology,Software,2026-08-14,1230400.0,87.52,89.36,81.13,101.54,14.13,52.43,2.7698,2.8222,-0.0524,98.99,85.29,71.59,2.7581,89.56,0,0
MNST,Monster Beverage Corp.,NASD,Consumer Staples,Soft Drinks,2026-08-14,7930600.0,46.82,80.87,90.76,80.83,38.67,12.94,-10.971,-4.983,-5.988,123.92,85.01,46.09,18.0771,37.67,0,0
MOH,"Molina Healthcare, Inc.",NYSE,Health Care,Health Care Providers,2026-08-14,594500.0,212.43,198.35,210.17,173.38,23.86,56.34,-2.6886,-4.0981,1.4095,224.69,202.61,180.53,6.2158,211.19,0,0
MP,MP Materials Corp.,NYSE,Materials,General Mining,2026-08-14,10815400.0,58.74,48.47,51.83,57.87,28.44,66.98,1.4231,-0.5505,1.9736,58.63,47.27,35.91,1.6163,57.4,0,0
MPC,Marathon Petroleum Corp.,NYSE,Energy,Integrated Oil & Gas,2026-08-14,2188500.0,355.42,319.78,287.77,228.57,30.93,74.35,15.4751,11.8339,3.6413,352.26,318.09,283.92,13.5471,361.39,0,0
MRK,"Merck & Co., Inc.",NYSE,Health Care,Pharmaceuticals,2026-08-14,6869000.0,135.84,130.64,125.48,113.81,20.83,68.67,2.2766,1.8507,0.4258,135.42,129.97,124.52,2.2641,136.14,0,0
MRNA,Moderna Inc.,NASD,Health Care,Pharmaceuticals,2026-08-14,4700800.0,63.32,58.25,60.8,46.48,15.76,56.6,0.127,-0.8155,0.9426,64.09,57.97,51.85,1.6648,64.22,0,0
MRSH,Marsh and McLennan Co.,NYSE,Financial,Insurance Brokers,2026-08-14,1113000.0,187.82,191.36,177.44,177.27,35.65,54.13,3.4997,4.4423,-0.9426,199.47,187.96,176.45,1.3125,187.78,0,0
MRVL,Marvell Technology Inc,NASD,Technology,Semiconductors,2026-08-14,14487800.0,222.02,203.12,238.1,141.45,16.98,53.66,-1.5646,-6.4108,4.8462,234.79,202.52,170.24,5.3837,223.83,0,0
MS,Morgan Stanley,NYSE,Financial,Investment Services,2026-08-14,3406000.0,217.36,213.97,216.58,187.18,10.79,52.85,0.4522,-0.0118,0.4641,221.7,214.28,206.86,1.316,218.23,0,0
MSFT,Microsoft Corp.,NASD,Technology,Software,2026-08-14,16217600.0,495.4,475.86,412.78,432.48,36.37,70.93,28.5791,25.0588,3.5203,550.55,450.24,349.93,5.1716,493.25,0,0
MSI,Motorola Solutions Inc.,NYSE,Technology,Telecom Equipment,2026-08-14,833900.0,466.51,452.22,422.3,416.69,29.68,66.16,14.1679,11.6286,2.5393,486.12,440.03,393.95,2.5324,467.47,0,0
MSM,Msc Industrial Direct Co.,NYSE,Industrial,Industrial Suppliers,2026-08-14,671500.0,123.82,123.01,121.03,99.33,17.6,53.53,0.2359,0.8321,-0.5962,128.44,123.91,119.37,1.6606,122.11,0,0
MT,ArcelorMittal SA,NYSE,Materials,Steel,2026-08-14,1105400.0,73.86,72.16,67.14,56.72,17.6,63.54,2.2955,2.1315,0.1641,77.55,70.45,63.34,0.3195,73.66,0,0
MTB,M&T Bank Corp.,NYSE,Financial,Banks,2026-08-14,580400.0,254.09,251.11,240.89,216.51,28.81,62.49,3.4789,3.8225,-0.3436,255.05,250.41,245.76,1.0603,254.24,0,0
MTCH,"Match Group, Inc",NASD,Communication Services,Internet,2026-08-14,2939300.0,37.95,38.32,37.45,34.04,15.65,49.8,-0.1983,0.0609,-0.2592,40.89,38.32,35.76,0.4994,37.65,0,0
MTDR,Matador Resources Co.,NYSE,Energy,Exploration & Production,2026-08-14,2441400.0,53.69,49.86,51.33,50.41,15.79,58.56,0.1157,-0.4551,0.5709,55.58,50.51,45.45,0.6796,52.91,0,0
MTSI,"MACOM Technology Solutions Holdings, Inc.",NASD,Technology,Semiconductors,2026-08-14,798700.0,316.44,279.62,319.09,255.13,22.53,57.32,-0.1196,-8.8008,8.6812,326.91,278.15,229.39,7.0667,315.43,0,0
MU,"Micron Technology, Inc.",NASD,Technology,Semiconductors,2026-08-14,27881100.0,971.66,871.0,960.73,552.6,15.65,56.3,-4.7981,-18.8872,14.0891,1009.55,890.09,770.64,43.5566,973.01,0,0
MXL,MaxLinear Inc.,NASD,Technology,Semiconductors,2026-08-14,3226200.0,84.84,69.69,82.71,43.69,12.4,56.23,-1.9961,-4.0185,2.0224,90.18,72.56,54.94,5.9696,82.74,0,0
NBIS,Nebius Group N.V.,NASD,Communication Services,Internet,2026-08-14,29024600.0,277.68,207.23,222.24,146.46,15.6,64.63,8.4668,-1.4012,9.8681,267.6,205.78,143.96,37.7837,283.65,0,0
NBIX,"Neurocrine Biosciences, Inc.",NASD,Health Care,Biotechnology,2026-08-14,1305100.0,152.72,165.7,167.95,146.86,30.09,35.28,-4.1143,-1.6659,-2.4484,187.87,168.54,149.22,5.3514,150.27,0,0
NDAQ,"Nasdaq, Inc.",NASD,Financial,Investment Services,2026-08-14,1328000.0,97.02,95.24,89.05,89.55,28.34,64.65,2.0591,2.0151,0.044,98.18,94.14,90.1,0.9616,97.26,0,0
NEM,Newmont Corporation,NYSE,Materials,Gold Mining,2026-08-14,5578800.0,117.76,105.17,99.09,105.27,27.2,71.02,5.5457,3.1461,2.3995,122.23,101.56,80.89,1.3551,116.45,0,0
NET,Cloudflare Inc.,NYSE,Technology,Software,2026-08-14,3026400.0,315.78,295.3,263.01,217.71,32.3,63.93,15.7206,12.8189,2.9017,327.05,286.9,246.75,8.3347,321.97,0,0
NOW,"ServiceNow, Inc.",NYSE,Technology,Software,2026-08-14,15030800.0,124.0,119.33,107.65,243.94,17.17,61.73,5.8866,4.6518,1.2348,134.95,113.46,91.96,1.4709,124.79,-100,0
NSC,Norfolk Southern Corp.,NYSE,Industrial,Railroad,2026-08-14,984200.0,334.41,336.91,324.8,304.48,15.4,51.12,2.6161,3.9576,-1.3416,348.21,337.82,327.44,1.3859,336.08,-100,0
NTAP,NetApp Inc.,NASD,Technology,Computer Hardware,2026-08-14,2338700.0,207.08,189.47,170.17,124.83,40.04,76.58,10.9132,8.6899,2.2233,211.21,182.41,153.61,3.3949,206.91,0,0
NTNX,"Nutanix, Inc.",NASD,Technology,Software,2026-08-14,2270900.0,66.61,62.23,54.77,48.97,42.75,73.54,3.392,2.845,0.5471,68.54,59.92,51.3,1.4387,67.18,0,0
NTRA,"Natera, Inc.",NASD,Health Care,Medical Supplies,2026-08-14,1273700.0,309.93,287.06,262.3,226.15,30.4,65.51,14.6453,11.0636,3.5817,327.37,279.88,232.38,3.1722,309.79,0,0
NTRS,Northern Trust Corp.,NASD,Financial,Asset Managers,2026-08-14,599300.0,191.41,185.05,179.75,154.12,19.54,66.33,2.9356,2.2719,0.6638,191.98,183.91,175.84,1.627,191.73,0,0
NUE,Nucor Corp.,NYSE,Materials,Steel,2026-08-14,1164400.0,268.91,267.87,248.25,198.03,30.09,62.32,8.9667,8.5307,0.436,288.7,259.34,229.97,1.8136,269.7,0,0
NVDA,NVIDIA Corp.,NASD,Technology,Semiconductors,2026-08-14,75680800.0,225.16,212.37,206.52,194.92,20.3,63.0,5.2809,3.2273,2.0536,231.74,210.4,189.05,3.6242,226.55,0,0
NVT,nVent Electric plc.,NYSE,Technology,Electronic Equipment,2026-08-14,1393600.0,171.39,159.12,161.38,131.98,14.8,60.88,3.0478,0.7952,2.2526,177.53,158.08,138.62,3.3921,172.6,100,0
OC,Owens Corning Inc.,NYSE,Industrial,Building Materials,2026-08-14,561600.0,154.67,148.95,139.42,122.45,30.05,60.7,4.8039,4.0079,0.796,161.1,146.52,131.95,1.7333,155.56,0,0
OKE,"Oneok, Inc.",NYSE,Energy,Pipelines,2026-08-14,2479200.0,94.99,89.87,89.58,82.89,12.41,63.09,0.6087,0.1038,0.5049,95.25,90.56,85.86,1.5355,94.48,0,0
OKTA,"Okta, Inc.",NASD,Technology,Software,2026-08-14,2519300.0,147.43,145.32,135.71,96.96,20.59,55.1,4.1291,4.1121,0.017,154.76,143.66,132.57,2.7749,149.72,-100,0
OMC,"Omnicom Group, Inc.",NYSE,Communication Services,Media Agencies,2026-08-14,1717400.0,87.57,83.55,79.19,77.08,23.28,62.87,2.1041,1.5987,0.5054,88.71,82.53,76.35,1.3614,88.06,0,0
ONTO,Onto Innovation Inc,NYSE,Technology,Semiconductors,2026-08-14,1075000.0,331.71,285.46,300.29,229.62,12.78,58.87,8.6601,-0.4274,9.0875,347.02,284.77,222.52,17.3875,343.35,0,0
OPLN,"OPENLANE, Inc.",NYSE,Consumer Discretionary,Special Consumer Services,2026-08-14,2993700.0,35.5,38.21,39.0,,23.86,34.31,-0.9928,-0.4651,-0.5277,42.22,38.57,34.92,0.781,35.03,0,0
ORKA,"Oruka Therapeutics, Inc.",NASD,Health Care,Pharmaceuticals,2026-08-14,1047400.0,111.04,99.76,86.82,52.77,33.75,74.24,6.1213,5.1223,0.9989,110.39,97.48,84.57,2.2901,110.32,100,0
OSCR,Oscar Health Inc.,NYSE,Health Care,Health Care Providers,2026-08-14,6595000.0,32.76,29.92,29.42,19.39,22.03,62.07,0.2738,0.1476,0.1262,32.77,29.71,26.65,1.8748,32.34,0,0
OUST,"Ouster, Inc.",NASD,Technology,Electronic Equipment,2026-08-14,3983900.0,48.71,42.24,42.71,29.23,16.57,59.14,1.4894,0.5109,0.9786,50.88,40.62,30.37,2.1143,48.05,0,0
OVV,Ovintiv Inc,NYSE,Energy,Exploration & Production,2026-08-14,3225200.0,63.02,61.42,57.53,50.64,25.96,59.51,1.4709,1.3795,0.0913,64.62,61.11,57.59,0.4414,62.66,0,0
OXY,Occidental Petroleum Corp.,NYSE,Energy,Exploration & Production,2026-08-14,6745100.0,58.36,56.54,54.49,50.99,18.38,58.87,1.0398,0.8097,0.2301,59.55,56.53,53.51,0.4436,58.08,0,0
P,Everpure Inc.,NYSE,Technology,Computer Hardware,2026-08-14,3544000.0,118.16,90.98,78.67,,29.41,84.14,10.0654,5.6681,4.3973,117.35,85.83,54.3,7.2527,120.5,0,0
PANW,Palo Alto Networks Inc.,NASD,Technology,Telecom Equipment,2026-08-14,4353400.0,384.27,359.02,326.32,222.4,33.64,65.48,17.9765,14.5216,3.4548,402.97,350.95,298.94,4.519,389.35,-100,0
PAYC,"Paycom Software, Inc.",NYSE,Industrial,Business Support Services,2026-08-14,545700.0,218.13,191.75,152.09,145.1,42.68,76.31,20.4625,16.1367,4.3258,237.18,177.65,118.13,4.5917,219.9,0,0
PAYX,"Paychex, Inc.",NASD,Industrial,Business Support Services,2026-08-14,1670500.0,122.02,119.94,108.83,103.3,32.66,62.57,3.9483,3.9611,-0.0128,125.65,117.84,110.03,1.753,123.21,0,0
PBF,PBF Energy Inc.,NYSE,Energy,Exploration & Production,2026-08-14,2829900.0,71.85,67.13,54.38,41.59,35.4,63.88,4.3232,4.2171,0.1061,74.7,66.02,57.33,2.6661,73.65,0,0
PCAR,"PACCAR, Inc.",NASD,Industrial,Commercial Vehicles,2026-08-14,1954900.0,130.79,132.96,125.24,117.65,25.51,52.61,1.808,2.5771,-0.7691,137.73,131.98,126.22,0.6581,130.73,0,0
PCOR,Procore Technologies Inc.,NYSE,Technology,Software,2026-08-14,2672900.0,59.8,56.01,46.76,58.02,35.69,70.23,4.0259,3.3078,0.7181,65.12,52.34,39.56,1.5327,60.71,0,0
PCTY,Paylocity Holding Corp.,NASD,Technology,Software,2026-08-14,687100.0,148.28,144.87,122.47,124.62,35.64,63.68,7.9811,7.881,0.1001,159.43,138.81,118.2,2.8468,150.06,0,0
PENG,"Penguin Solutions, Inc.",NASD,Technology,Semiconductors,2026-08-14,1373600.0,63.8,55.19,62.58,34.32,13.16,56.21,-0.5464,-1.7741,1.2277,64.33,55.4,46.47,2.964,63.35,0,0
PFE,"Pfizer, Inc.",NYSE,Health Care,Pharmaceuticals,2026-08-14,23174100.0,26.79,25.94,25.17,25.91,28.77,64.88,0.5112,0.3551,0.156,27.26,25.59,23.93,0.2438,26.64,0,0
PFGC,Performance Food Group Co.,NYSE,Consumer Staples,Food Retailers,2026-08-14,1880800.0,107.25,112.6,109.31,96.65,24.91,41.87,-0.2351,0.9771,-1.2122,118.4,112.18,105.96,3.8171,104.87,0,0
PLTR,"Palantir Technologies, Inc.",NASD,Technology,Software,2026-08-14,24065800.0,174.04,152.91,134.99,152.09,28.73,68.14,12.5609,8.5382,4.0228,190.14,145.53,100.92,2.5514,175.19,0,0
PM,Philip Morris Intl Inc.,NYSE,Consumer Staples,Tobacco,2026-08-14,4579100.0,190.39,190.0,185.01,171.53,16.66,53.75,0.6618,1.2954,-0.6336,198.59,190.74,182.9,1.7853,189.84,0,0
PNC,PNC Financial Services Gr,NYSE,Financial,Banks,2026-08-14,785200.0,256.97,252.77,246.25,220.1,25.74,63.29,2.5509,2.6045,-0.0536,256.92,252.09,247.25,1.7229,257.0,100,0
PRMB,Primo Brands Corp.,NYSE,Consumer Staples,Soft Drinks,2026-08-14,3702900.0,24.7,23.64,23.93,20.41,17.86,56.72,0.1095,-0.0514,0.1609,25.09,23.55,22.02,0.5354,24.81,0,0
PRU,Prudential Financial Inc.,NYSE,Financial,Life Insurance,2026-08-14,1211200.0,125.13,122.71,114.71,106.79,39.56,68.58,2.5733,2.7497,-0.1764,125.82,121.65,117.48,1.2713,125.1,0,0
PSA,"Public Storage, Inc.",NYSE,Real Estate,Specialty REITs,2026-08-14,519300.0,325.93,326.12,321.44,295.0,9.77,53.09,2.0049,2.0445,-0.0396,334.96,323.21,311.46,1.6715,326.62,0,0
PSX,Phillips 66,NYSE,Energy,Integrated Oil & Gas,2026-08-14,2654100.0,233.61,213.62,193.26,164.33,30.6,76.99,9.3214,7.4668,1.8546,230.42,212.24,194.05,6.5324,235.21,0,0
PTC,"PTC, Inc.",NASD,Technology,Software,2026-08-14,1151700.0,149.75,143.06,127.68,151.28,33.92,65.7,7.2186,5.6396,1.579,161.74,135.92,110.1,1.9266,150.8,0,0
PWR,"Quanta Services, Inc.",NYSE,Industrial,Heavy Construction,2026-08-14,694400.0,685.78,659.91,672.82,573.46,14.29,55.6,4.0821,-1.1307,5.2128,718.46,652.68,586.89,8.2461,684.01,0,0
Q,Qnity Electronics Inc.,NYSE,Technology,Semiconductors,2026-08-14,783300.0,142.3,135.32,144.54,,16.64,53.55,-0.7202,-2.4316,1.7114,145.55,135.67,125.78,3.1964,143.96,0,0
QCOM,QUALCOMM Inc.,NASD,Technology,Semiconductors,2026-08-14,5807700.0,165.79,159.74,183.87,168.68,15.79,47.13,-5.2069,-7.2908,2.0839,177.89,163.2,148.51,1.3728,165.59,0,0
QLYS,"Qualys, Inc.",NASD,Technology,Software,2026-08-14,565500.0,186.05,168.93,142.87,121.48,39.7,67.59,14.0044,11.2521,2.7523,205.36,160.57,115.78,3.7288,190.25,-100,0
QMCO,Quantum Corp.,NASD,Technology,Computer Hardware,2026-08-14,4277900.0,26.11,14.63,12.73,8.59,31.39,87.87,2.8588,1.1797,1.679,23.34,13.63,3.91,5.0568,27.57,0,0
QRVO,"Qorvo, Inc.",NASD,Technology,Semiconductors,2026-08-14,1132700.0,98.11,94.66,92.69,87.28,19.88,62.38,2.2237,1.3353,0.8885,101.25,92.62,83.99,0.7134,98.49,0,0
QSR,Restaurant Brands International Inc.,NYSE,Consumer Discretionary,Restaurants & Bars,2026-08-14,2071600.0,77.64,74.44,73.94,72.54,12.65,62.14,0.3849,0.0265,0.3583,76.72,74.12,71.52,1.8361,77.63,0,0
RBRK,Rubrik Inc.,NYSE,Technology,Computer Services,2026-08-14,2578600.0,102.23,85.81,79.22,67.2,29.19,72.88,6.2949,3.5354,2.7595,104.92,82.49,60.05,3.3139,103.13,0,0
RDDT,Reddit Inc.,NYSE,Communication Services,Internet,2026-08-14,21500400.0,178.09,161.59,175.03,177.86,15.91,55.29,-4.6844,-5.4352,0.7508,190.23,165.84,141.45,8.7819,169.05,0,0
RELY,Remitly Global Inc.,NASD,Financial,Specialty Finance,2026-08-14,3747800.0,26.3,24.2,22.59,17.82,24.38,62.88,0.6231,0.4813,0.1418,25.97,23.88,21.8,1.1981,26.25,0,0
RF,Regions Financial Corp.,NYSE,Financial,Banks,2026-08-14,6197900.0,31.9,31.45,30.41,28.01,23.47,62.03,0.3672,0.3875,-0.0203,32.09,31.27,30.45,0.1439,31.83,100,0
RGEN,Repligen Corp.,NASD,Health Care,Biotechnology,2026-08-14,598100.0,166.83,155.56,142.18,139.96,39.76,70.05,7.5937,5.8397,1.754,174.32,150.05,125.78,1.529,167.6,-80,0
RHP,"Ryman Hospitality Properties, Inc.",NYSE,Real Estate,Hotel & Lodging REITs,2026-08-14,690000.0,125.52,127.66,126.33,105.19,20.79,47.79,-0.8087,0.1116,-0.9203,138.35,128.64,118.93,2.0043,126.0,0,0
RIO,Rio Tinto PLC,NYSE,Materials,General Mining,2026-08-14,2187700.0,95.68,98.18,96.36,90.9,20.32,47.14,1.2864,1.0425,0.2439,104.4,96.05,87.71,2.3332,96.55,0,0
RJF,Raymond James Financial Inc.,NYSE,Financial,Investment Services,2026-08-14,1007800.0,180.81,178.36,165.34,159.08,25.32,67.46,4.4611,4.5703,-0.1092,185.31,175.52,165.73,0.7725,181.3,0,0
RKLB,"Rocket Lab USA, Inc.",NASD,Industrial,Aerospace,2026-08-14,13900200.0,80.25,73.71,85.54,78.39,21.8,53.17,-0.6182,-3.0779,2.4596,85.94,71.87,57.8,0.4369,80.41,0,0
ROIV,Roivant Sciences Ltd.,NASD,Health Care,Biotechnology,2026-08-14,4527300.0,36.2,34.91,33.67,27.31,15.87,59.3,0.6117,0.5014,0.1103,36.78,34.88,32.98,0.3829,36.31,0,0
ROKU,"Roku, Inc.",NASD,Technology,Computer Hardware,2026-08-14,1923800.0,157.68,149.21,140.54,113.91,43.07,78.1,3.997,3.3585,0.6385,156.22,147.35,138.48,2.4464,156.23,0,0
ROP,"Roper Technologies, Inc.",NASD,Technology,Software,2026-08-14,929500.0,399.34,396.78,359.89,378.72,26.39,62.61,12.0314,12.4722,-0.4408,424.18,385.13,346.08,2.853,396.87,0,0
ROST,"Ross Stores, Inc.",NASD,Consumer Discretionary,Apparel Retailers,2026-08-14,1933900.0,245.36,251.33,234.03,207.17,28.85,53.69,5.0981,6.3985,-1.3004,261.38,247.15,232.92,3.7935,243.88,0,0
RPRX,Royalty Pharma Plc,NASD,Health Care,Biotechnology,2026-08-14,1596400.0,58.6,58.23,56.82,47.49,17.51,55.0,0.4024,0.4653,-0.0628,59.94,58.31,56.68,0.5081,58.83,0,0
RTX,Raytheon Technologies Corp.,NYSE,Industrial,Aerospace,2026-08-14,2871000.0,222.97,220.06,199.53,190.54,37.77,70.18,7.2223,7.518,-0.2957,234.49,215.21,195.93,1.2825,221.71,0,0
RVMD,Revolution Medicines Inc,NASD,Health Care,Biotechnology,2026-08-14,784200.0,203.71,196.0,180.67,122.81,32.36,63.1,6.8548,6.1953,0.6594,211.1,192.84,174.58,1.7292,202.65,0,0
RVTY,Revvity Inc.,NYSE,Health Care,Medical Supplies,2026-08-14,774500.0,116.84,114.67,109.34,99.93,11.28,59.45,2.1988,2.0028,0.1959,119.22,113.23,107.25,0.826,117.48,0,0
RY,Royal Bank Of Canada,NYSE,Financial,Banks,2026-08-14,1193200.0,216.56,211.24,207.08,177.52,22.22,64.31,1.9666,1.7727,0.1939,215.29,210.86,206.42,2.4107,216.47,0,0
SAP,SAP SE,NYSE,Technology,Software,2026-08-14,2562700.0,207.97,196.95,170.97,199.44,35.08,70.54,12.3463,10.128,2.2183,227.03,184.81,142.59,1.9684,207.59,0,0
SBUX,Starbucks Corp.,NASD,Consumer Discretionary,Restaurants & Bars,2026-08-14,3499300.0,107.69,105.68,103.46,95.95,13.01,58.49,1.0129,0.7118,0.3011,108.4,105.14,101.88,1.4545,108.81,0,0
SCCO,Southern Copper Corp.,NYSE,Materials,Nonferrous Metals,2026-08-14,896400.0,184.61,189.57,181.92,173.41,11.91,48.27,3.2454,3.5142,-0.2688,203.24,187.68,172.11,5.5456,184.76,0,0
SCHW,Charles Schwab Corp.,NYSE,Financial,Investment Services,2026-08-14,5986000.0,111.09,107.26,99.17,96.25,43.49,75.79,2.9651,2.8132,0.1519,111.76,105.64,99.52,1.268,110.95,0,0
